bairro;localizacao;preco;quartos;m2;corretora;data_anuncio;pm2
Sudoeste ;SQSW 301 1 LINDO APARTAMENTO 9244-4545;1480000;4;155;11476;28/01/2014;9.548
Asa Sul ;SQS 106 BLOCO G ACEITA MENOR VALOR;1480000;3;161;19812;27/01/2014;9.193
Sudoeste ;SQSW 303 - 100% REFORMADO, ANDAR ALTO!!!;1480000;4;148;7421;24/01/2014;10.000
Sudoeste ;SQSW 301 ACEITA IMOVEL DE +VALOR-8429-4245/9902-5883;1480000;4;145;10602;16/01/2014;10.207
Sudoeste ;SQSW 303 ;1480000;4;148;4297;09/12/2013;10.000
Asa Sul ;SQS 106 BLOCO G ;1480000;3;161;1681;04/12/2013;9.193
Sudoeste ;SQSW 300 OPORTUNIDADE! BEL?SSIMO! ACEITA PERMUTA;1488000;3;135;12873;08/01/2014;11.022
Noroeste ;SQNW RESERVA NOROESTE - - ALTO PADR?O;1490000;3;126;11536;29/01/2014;11.825
Asa Sul ;SQS 315 DE CANTO, SUITE, NASCENTE, APT ENORME!!!;1490000;4;170;11983;28/01/2014;8.765
Asa Sul ;SQS 203 OPORTUNIDADE;1490000;3;165,64;3277;24/01/2014;8.995
Asa Norte ;SQN 212 CANTO, NASCENTE, 2 VAGAS ,MUITO BOM!!;1490000;3;150;18066;23/01/2014;9.933
Asa Norte ;SQN 212 4 QUARTOS TRANSFORMADO PARA 3, DUAS VAGAS SOLTAS!!;1490000;4;150;18066;23/01/2014;9.933
Asa Sul ;SQS 315 VAZADO , MEIO DE QUADRA, NASCENTE, VISTA LIVRE!!!;1490000;4;170;11983;22/01/2014;8.765
Asa Sul ;SQS 312 BLOCO D ;1490000;3;158;20104;16/01/2014;9.430
Sudoeste ;SQSW 301 VAZADO, 3 SUITES!!!;1490000;4;147;9025;15/01/2014;10.136
Asa Norte ;SQN 309 BLOCO E ACEITA TROCA POR IM?VEL DE MENOR VALOR;1490000;4;139;11005;09/01/2014;10.719
Asa Norte ;SQN 309 BLOCO E ACEITA TROCA;1490000;4;138;16498;07/01/2014;10.797
Asa Norte ;SQN 212 ;1490000;3;153;12268;06/01/2014;9.739
Sudoeste ;SQSW 303 ;1490000;4;148;5179;25/12/2013;10.068
Asa Sul ;SQS 105 AQUECIMENTO SOLAR CANTO, 4? ANDAR,REFORMADISSI;1495000;3;140;10584;29/01/2014;10.679
Asa Sul ;SQS 109 ;1495000;4;170;8666;24/01/2014;8.794
Noroeste ;SQNW 310 ;1495000;3;219;17954;24/01/2014;6.826
Asa Sul ;SQS 105 BLOCO G QUADRA NOBRE- DESOCUPADO;1500000;3;160;14021;29/01/2014;9.375
Asa Norte ;SQN 208 ;1500000;4;129;17001;28/01/2014;11.628
Sudoeste ;SQSW 103 NASC.,CANTO,VAZADO,ANDAR ALTO,VISTA LIVRE! 8406-4109;1500000;3;149,5;11476;28/01/2014;10.033
Asa Sul ;SQS 105 TODO REFORMADO!!!!!!!!!!!!!;1500000;3;140;11983;28/01/2014;10.714
Sudoeste ;SQSW 304 GREEN PARK 132M?  02 VG NASCENTE 3201-1411;1500000;3;132;11576;26/01/2014;11.364
Asa Norte ;CONDOMINIO COMPLEXO ILHAS DO LAGO ;1500000;4;100;9915;21/01/2014;15.000
Sudoeste ;SQSW 103 ;1500000;3;150;18656;20/01/2014;10.000
Asa Norte ;SQN 212 LINDO ! REFORMADO ! GRANITO AGENDE SUA VISITA !!;1500000;4;150;7037;12/01/2014;10.000
Asa Norte ;SQN 304 BLOCO B ;1500000;3;134;6958;10/01/2014;11.194
Asa Sul ;SQS 105 ;1500000;3;150;3889;08/01/2014;10.000
Asa Sul ;SQS 213 BLOCO D ;1500000;3;150;14906;08/01/2014;10.000
Asa Sul ;SQS 315 APT? GRAND?O 175M2  R$ 1.500.000,00;1500000;3;175;3889;07/01/2014;8.571
Asa Sul ;SQS 308 ;1500000;3;160;3889;07/01/2014;9.375
Sudoeste ;SQSW 103 ;1500000;3;149,5;20221;01/01/2014;10.033
Sudoeste ;SQSW 301 ;1500000;4;147;12268;31/12/2013;10.204
Sudoeste ;SQSW 301 BLOCO I MAISON FERRARA - 2 GARAGENS SOLTAS - VAZADO;1500000;4;145,24;5710;28/12/2013;10.328
Asa Norte ;SQN 215 ;1500000;4;152;5179;25/12/2013;9.868
Asa Norte ;SQN 208 DE CANTO - VARAND?O;1500000;4;126;358;09/12/2013;11.905
Asa Sul ;SQS 307 ;1500000;3;128;1273;02/12/2013;11.719
Noroeste ;SQNW OPORTUNIDADE O MELHOR 4 SU?TES PRONTO NOROESTE TODO GRAN;1500000;4;167;9669;17/12/2013;8.982
Asa Norte ;SQN 212 REFORMADO - ANDAR ALTO - NASCENTE 2VG SOLTAS;1500001;4;150;14367;13/01/2014;10.000
Sudoeste ;SQSW 303 REFORMADISSIMO.VAZADO. VISTA LIVRE;1505000;3;153;20081;29/01/2014;9.837
Sudoeste ;SQSW 303 REFORMAD?SSIMO. VAZADO. VISTA LIVRE;1505000;4;153;20081;29/01/2014;9.837
Noroeste ;SQNW 311 ;1510000;4;152;12463;21/01/2014;9.934
Asa Norte ;CONDOMINIO COMPLEXO ILHAS DO LAGO BL F,4? AND,C/ARM?RS,3 GARS;1520000;3;99;1700;29/01/2014;15.354
Sudoeste ;SQSW 105 ANDAR ALTO, CANTO!!! 8406-4109;1520000;4;147;11476;28/01/2014;10.340
Asa Norte ;CONDOMINIO COMPLEXO ILHAS DO LAGO S. DE CLUBES ENSEADA NORTE;1520000;3;98;11623;27/01/2014;15.510
Sudoeste ;SQSW 105 ;1520000;4;147;8666;24/01/2014;10.340
Asa Norte ;TRECHO SCEN TRECHO 01 ILHAS DO LAGO - TODO NO ARM?RIO;1520000;3;98;2554;21/01/2014;15.510
Sudoeste ;SQSW 105 ;1520000;4;147;15323;27/12/2013;10.340
Noroeste ;SQNW 309 BLOCO I COBERTURA3 QTOS PRONTA PARA MORAR//82156648;1527990;3;206,05;14688;21/12/2013;7.416
Asa Sul ;SQS 105 - OPORTUNIDADE - VAZADO - 149 METROS;1530000;3;149;13933;27/01/2014;10.268
Noroeste ;SQNW VIA POSITANO, PLANO SUPER F?CIL,! 8150-8787;1530000;4;154,27;11546;19/01/2014;9.918
Sudoeste ;SQSW 103 ;1530000;4;148;3545;14/01/2014;10.338
Asa Norte ;SETOR SHTN ILHAS DO LAGO - NASCENTE / 81356002;1540000;3;98;12180;29/01/2014;15.714
Noroeste ;SQNW VIA IBIZA-142M? CANTO, VAZADO;1540000;3;142;10450;14/01/2014;10.845
Asa Sul ;SQS 212 ;1540000;3;167,75;20221;01/01/2014;9.180
Asa Sul ;SQS 316 ;1540000;3;158;20162;19/12/2013;9.747
Sudoeste ;SQSW 303 MARAVILHOSO!!! 9244-4545;1548000;4;153;11476;28/01/2014;10.118
Noroeste ;SQNW 309 BLOCO E ILE DE LA CITE - FA?A SUA PROPOSTA;1548533;4;155,28;16454;10/12/2013;9.973
Asa Norte ;SQN 311 OPORTUNIDADE,VISTA LIVRE TODO REFORMADO  8633-4369;1549000;4;155;11476;29/01/2014;9.994
Asa Sul ;SQS 105 VISTA LIVRE  EXCLUSIVO,ACEITA IM?VEL!!!9244-4545;1549000;3;132;11476;15/01/2014;11.735
Asa Sul ;SQS 105 ESPETACULAR!!!      9212-3818;1550000;3;150;11476;29/01/2014;10.333
Asa Norte ;SHCGN 704 - MARAVILHOSA COBERTURA -8267-9797;1550000;3;157;11476;29/01/2014;9.873
Asa Sul ;SQS 106 OPORTUNIDADE ?NICA, BOM GOSTO E SOFISTICA??O NA ASA S;1550000;3;161;17001;29/01/2014;9.627
Asa Norte ;TRECHO SCEN TRECHO 01 CAMAROTE - COMPLEXO ILHAS DO LAGO;1550000;3;98;17001;29/01/2014;15.816
Sudoeste ;CCSW 02 LINDO APARTAMENTO - 8121-5427-;1550000;5;178;19420;28/01/2014;8.708
Sudoeste ;CCSW 02 OPORTUNIDADE!!!;1550000;5;176;11983;28/01/2014;8.807
Asa Norte ;SQN 304 * AMPLO * 186M? * OPORTUNIDADE!;1550000;4;186;5915;21/01/2014;8.333
Asa Norte ;TRECHO SCEN TRECHO 01 CONDOM?NIO ILHAS DO LAGO;1550000;3;98;3804;20/01/2014;15.816
Asa Sul ;SQS 105 LINDO!E LINDA VISTA LIVRE, NASCENTE;1550000;3;160;11019;15/01/2014;9.688
Asa Norte ;SQN 311 EXCELENTE APTO, CONFIRA!!!;1550000;4;155;10380;24/12/2013;10.000
Asa Sul ;SQS 316 NASCENTE, VISTA LIVRE, ANDAR ALTO;1550000;3;158;7550;13/12/2013;9.810
Asa Norte ;SQN 111 ;1550000;4;170;10380;11/12/2013;9.118
Asa Sul ;SQS 316 NASCENTE, VISTA LIVRE, ANDAR ALTO;1550000;3;157;7550;11/12/2013;9.873
Asa Sul ;SQS 106 BLOCO C ;1550000;3;161;13247;09/12/2013;9.627
Asa Sul ;SQS 308 BLOCO G EXCELENTE LOCALIZA??O;1550000;3;157;19700;05/12/2013;9.873
Noroeste ;SQNW LINDO 4 SU?TES PRONTO MORAR COM LAZER;1550000;4;164;9669;06/01/2014;9.451
Sudoeste ;SQSW 306 - OPORTUNIDADE - VIA AMSTERDAM;1554000;4;147;13933;27/12/2013;10.571
Noroeste ;SQNW 309 COBERTURA PRONTA P/MORAR -3 VAGAS - FINO ACABAMENTO;1558459,8;3;206;16237;24/01/2014;7.565
Asa Norte ;SQN 304 BLOCO B ASA NORTE | APARTAMENTO 3 QUARTOS, SENDO 1 SU;1560000;3;132;14522;29/01/2014;11.818
Asa Sul ;SQS 105 REFORMAD?SSIMO!!!!!!!!!!;1560000;3;135;11983;28/01/2014;11.556
Noroeste ;SQNW 311 ;1560000;4;152;17954;24/01/2014;10.263
Asa Sul ;SQS 114 ;1560000;3;160;3889;13/01/2014;9.750
Asa Sul ;SQS 308 BLOCO G LINDO APARTAMENTO , VAZADO , COM ARM?RIOS ,AR;1560000;3;157,28;13429;10/01/2014;9.919
Asa Sul ;SQS 109 BLOCO E ;1560000;4;160;7742;02/01/2014;9.750
Asa Sul ;SQS 105 ;1560000;3;150;3889;09/12/2013;10.400
Noroeste ;SQNW 309 PIGOT - PRONTO PARA MORAR;1561000;3;127;303164;02/01/2014;12.291
Asa Norte ;SQN 202 ;1570000;3;155;3889;07/01/2014;10.129
Noroeste ;SQNW 111 APENAS 48 VIZINHOS  157 M;1570000;4;157;15343;27/01/2014;10.000
Noroeste ;SQNW ;1571899;3;223;17969;02/01/2014;7.049
Noroeste ;SQNW 111 BLOCO I LUANA GONCALVES ACABAMENTO REFINADO VAZADO;1575000;4;161,45;14688;26/12/2013;9.755
Noroeste ;SQNW 111 BLOCO I LUANA GONCALVES ACABAMENTO DE 1? LINHA;1575000;4;161,45;14688;24/12/2013;9.755
Noroeste ;SQNW 111 BLOCO I LUANA GONCALVES VARANDA + VISTA LIVRE;1575000;4;161,28;14688;24/12/2013;9.766
Asa Sul ;SQS 212 EXCELENTE APARTAMENTO!!! REFORMADO !!!;1580000;3;168;19000;29/01/2014;9.405
Sudoeste ;SQSW 303 VISTA LIVRE, DUAS VAGAS SOLTAS,REFORMADO. 8121-5427.;1580000;4;153;19420;28/01/2014;10.327
Sudoeste ;SQSW 303 OPORTUNIDADE!!! REFORMADO;1580000;4;153;11983;28/01/2014;10.327
Sudoeste ;SQSW 103 M. VERSALHES NASCENTE VISTA PANOR?MICA PARQUE CIDADE;1580000;4;148;9760;23/01/2014;10.676
Asa Norte ;SQN 115 APARTAMENTO LUXUOSO;1580000;4;168;3209;22/01/2014;9.405
Asa Norte ;SHCGN 704 ;1580000;3;165;7925;20/01/2014;9.576
Noroeste ;SQNW 111 4 QTOS LUANA GON?ALVES ?LTIMAS UNIDADES;1580000;4;157;14688;17/01/2014;10.064
Asa Sul ;SQS 105 BLOCO D ;1580000;3;140;5680;12/01/2014;11.286
Noroeste ;SQNW 111 BLOCO I LUANA GON?ALVES 4QTOS VAZADO PRONTO MORAR LA;1580000;4;158;9669;19/12/2013;10.000
Noroeste ;SQNW 111 ;1580000;4;157;15343;29/01/2014;10.064
Sudoeste ;SQSW 302 9146-0843;1585000;4;147;11476;28/01/2014;10.782
Sudoeste ;SQSW 302 LINDO 04 QTOS(02 STES) DCE ARMS QUADRA NOBRE EXCTE P;1585000;4;148;7037;16/12/2013;10.709
Asa Norte ;SQN 309 TOM JOBIM ? REFORMADO - NASCENTE;1590000;3;148,72;14999;24/01/2014;10.691
Asa Norte ;SQN 309 TOM JOBIM ? REFORMADO - NASCENTE!;1590000;4;148,72;14999;24/01/2014;10.691
Noroeste ;SQNW 311 RESERVA NOROESTE VAZADO PRONTO P/ MORAR;1590000;4;158,75;5391;23/01/2014;10.016
Sudoeste ;SQSW 303 AC. IMOVEL SUDOESTE AT? 1/2 VLR.;1590000;4;155;7550;23/01/2014;10.258
Asa Sul ;SQS 203 BLOCO H ;1590000;3;165;5946;16/01/2014;9.636
Asa Sul ;SQS 203 BLOCO H EDIF?CIO PORTO-MAGGIORE...;1590000;3;165,64;7660;10/01/2014;9.599
Asa Norte ;SQN 309 QUADRA NOBRE, APTO MOBILIADO;1590000;4;120;13247;06/01/2014;13.250
Asa Sul ;SQS 211 LINDO COM VISTA PARA O VERDE;1590000;3;153,89;3277;30/12/2013;10.332
Noroeste ;SQNW 110 BLOCO B ED. VIA PARQUE NOROESTE;1590000;4;152;9182;23/12/2013;10.461
Noroeste ;SQNW LUANA GON?ALVES_4 QTOS_VAZADO 82156648;1595000;4;157;14688;10/01/2014;10.159
Noroeste ;SQNW LUANA GON?ALVES. VAZADO FRENTE PARA O PARQUE_PRONTO;1595000;4;157,48;14688;10/01/2014;10.128
Noroeste ;SQNW PARQUE NOROESTE - 4 QUARTOS-AP. 106 - 9668 4243;1595933;4;152,13;11546;17/01/2014;10.491
Noroeste ;SQNW PARQUE NOROESTE -PRONTO - 9668 4243;1595933;4;152,13;11546;17/01/2014;10.491
Sudoeste ;SQSW 104 PROJETO DE ARQUITETURA E DECORA??O REQUINTADO;1599000;4;155;7550;02/01/2014;10.316
Asa Sul ;SQS 213 APARTAMENTO REFORMADO EM EXCELENTE LOCALIZA??O;1600000;2;156;17001;30/01/2014;10.256
Sudoeste ;CCSW 01 EXCELENTE OPORTUNIDADE ESTUDA PROPOSTA!!!;1600000;3;110;20472;30/01/2014;14.545
Asa Sul ;SQS 105 ;1600000;3;150;8696;29/01/2014;10.667
Asa Norte ;SQN 212 EXCELENTE QUADRA VAZADO NASCENTE 121M?  9126-9022;1600000;3;121;11476;29/01/2014;13.223
Asa Sul ;SQS 115 ;1600000;3;150;10584;29/01/2014;10.667
Asa Sul ;SQS 114 REFORMADO, SU?TE, VISTA LIVRE, 6? AND, 160M?!!!;1600000;3;160;11983;28/01/2014;10.000
Sudoeste ;CCSW 01 - ED.RIVOLI - NASCENTE - ?REA DE LAZER;1600000;3;100;13933;27/01/2014;16.000
Asa Sul ;SQS 203 BLOCO H ;1600000;3;166;18046;27/01/2014;9.639
Asa Sul ;SQS 108 BLOCO K ACEITA IM?VEL MENOR VALOR;1600000;3;161;19812;27/01/2014;9.938
Sudoeste ;SQSW 103 - 100% NASCENTE,CANTO,DESOCUPADO!!!;1600000;4;155;7421;24/01/2014;10.323
Sudoeste ;SQSW 303 ;1600000;4;140;10763;20/01/2014;11.429
Asa Sul ;SQS 114 BLOCO F ;1600000;3;165;6390;16/01/2014;9.697
Noroeste ;SQNW POSITANO,ANUNC?O PRE?O DE TABELA,FA?O MELHOR DESCONTO;1600000;4;154,27;10450;14/01/2014;10.371
Asa Sul ;SQS 114 :: LINDO APARTAMENTO :: REFORMAD?SSIMO;1600000;3;157;13880;11/01/2014;10.191
Asa Sul ;SQS 115 RARIDADE..APARTAMENTO COM ELEVADOR  3QT?S 110M?;1600000;3;150;3889;07/01/2014;10.667
Asa Sul ;SQS 114 HIPER REFORMADO!!!;1600000;3;165;180;04/01/2014;9.697
Asa Sul ;SQS 114 BLOCO F ;1600000;3;157,28;9182;03/01/2014;10.173
Asa Sul ;SQS 114 ;1600000;3;157;13045;03/01/2014;10.191
Asa Norte ;SQN 212 VENDIDO;1600000;3;121;7550;02/01/2014;13.223
Asa Sul ;SQS 115 VAZADO,REFORMADO, CONSULTORIA COMPLETA!!!;1600000;3;150;9025;30/12/2013;10.667
Asa Sul ;SQS 115 - REFORMADO - VISTA LIVRE;1600000;3;150;13933;26/12/2013;10.667
Asa Sul ;SQS 115 ;1600000;3;170;12268;20/12/2013;9.412
Asa Sul ;SQS 114 BLOCO F -ACEITO PERMUTA CASA NO LAGO NORTE-;1600000;3;157;9909;17/12/2013;10.191
Asa Sul ;SQS 105 BLOCO J ;1600000;3;136;13247;16/12/2013;11.765
Noroeste ;SQNW 4QTS,3GARAGENS-161M? VAZADOS-AO LADO DO PARQUE;1600000;4;161,45;17754;06/01/2014;9.910
Noroeste ;SQNW 111 BLOCO I LUANA GONCALVES MELHOR ACABAMENTO  NOROESTE;1610000;4;157,28;14688;24/12/2013;10.237
Noroeste ;SQNW 110 VIA PARQUE NOROESTE 4Q 152M 3 VAGAS ACEITA PROPOSTA;1611933;4;152,13;10804;28/01/2014;10.596
Noroeste ;SQNW PRONTO VIA PARQUE NOROESTE 4Q 152M ACEITAMOS PROPOSTA;1611933;4;152,13;10804;28/01/2014;10.596
Noroeste ;SQNW VIA PARQUE, AP 106 FRENTE AO PARQUE, PRONTO! 8150-8787;1611933;4;152,13;11546;19/01/2014;10.596
Noroeste ;SQNW 110 VIA PARQUE NOROESTE 4Q 152M?. LIGUE E GANHE DESCONTO;1611933;4;152,13;10804;28/01/2014;10.596
Asa Sul ;SQS 308 REFORMA ALTO PADR?O ? VAZADO COM CLOSET;1617000;3;157,27;14999;24/01/2014;10.282
Asa Sul ;SQS 308 REFORMA ALTO PADR?O ? VAZADO COM CLOSET;1617000;2;157,27;14999;24/01/2014;10.282
Asa Norte ;SQN 311 LUXUOSO! EXCLUSIVO, 156M?, PORCELANATO,;1620000;4;156;8247;16/01/2014;10.385
Asa Norte ;SQN 311 ;1620000;4;155;19811;02/01/2014;10.452
Asa Sul ;SQS 308 LINDA REFORMA! 03 QTOS(STE) DCE ARMS QUADRA NOBRE EXC;1620000;3;158;7037;06/12/2013;10.253
Asa Norte ;SQN 215 REFORMAD?SSIMO, LINDO! OPORTUNIDADE!;1630000;4;149;9764;10/01/2014;10.940
Sudoeste ;SQSW 303 4QTOS TODO REFORMADO 2 VAGAS SOLTAS;1640000;4;154;10584;29/01/2014;10.649
Asa Sul ;SQS 105 DESOCUPADO AP GRAND?O!  MELHOR CUSTO X BENEF?CIO;1645000;4;170;9040;29/01/2014;9.676
Noroeste ;SQNW AO LADO DO PARQUE BURLE MARX;1645000;4;161;11991;29/01/2014;10.217
Asa Norte ;CONDOMINIO COMPLEXO ILHAS DO LAGO NASCENTE;1648000;3;98;19811;02/01/2014;16.816
Noroeste ;SQNW 109 BLOCO A REAL EVOLUTION 4 QTS 4 VAGAS, NASCENTE;1649000;4;155,33;14688;17/01/2014;10.616
Noroeste ;SQNW 111 BLOCO I LUANA GON?ALVES- PRONTO PARA MORAR!!!;1650000;4;161,45;13279;29/01/2014;10.220
Asa Sul ;SQS 308 LINDO APT? ALTO PADR?O 160M2;1650000;3;160;3889;29/01/2014;10.313
Asa Sul ;SQS 105 ?TIMO APARTAMENTO!!! GRAND?O 190M?...DESOCUPADO!!!;1650000;4;190;3889;29/01/2014;8.684
Sudoeste ;CCSW 02 UNIQUE DUPLEX RESIDENCE CLUB 160M?;1650000;5;170;17001;29/01/2014;9.706
Asa Sul ;SQS 314 EXCELENTE QUADRA!!;1650000;3;160;18066;28/01/2014;10.313
Asa Sul ;SQS 202 DE CANTO, SU?TE GRANDE, 6? ANDAR C/ VISTA LIVRE;1650000;3;160;11983;28/01/2014;10.313
Asa Sul ;SQS 314 6? ANDAR, NASCENTE, VISTA LIVRE;1650000;3;160;11983;28/01/2014;10.313
Asa Sul ;SQS 302 BLOCO D ;1650000;4;165;15778;27/01/2014;10.000
Asa Sul ;SQS 315 ;1650000;3;165,64;2146;24/01/2014;9.961
Asa Sul ;SQS 115 BLOCO F ;1650000;3;147,9;19810;22/01/2014;11.156
Asa Sul ;SQS 314 BLOCO J ;1650000;3;155,45;8067;20/01/2014;10.614
Asa Norte ;TRECHO SCEN TRECHO 01 CONDOM?NIO ILHAS DO LAGO NASCENTE;1650000;3;98;3804;20/01/2014;16.837
Asa Norte ;SQN 311 DESOCUPADA;1650000;3;212;9734;14/01/2014;7.783
Asa Sul ;SQS 314 LINDO!!! REFORMADO...VISTA LIVRE...;1650000;3;160;3889;13/01/2014;10.313
Asa Sul ;SQS 314 REFORMADO - DESOCUPADO !;1650000;3;156,81;14164;13/01/2014;10.522
Asa Sul ;SQS 216 BLOCO I RESPONSAVEL  9211-1239;1650000;3;162;7820;13/01/2014;10.185
Asa Sul ;SQS 216 MARAVILHOSO 3 QTS O MENOR PRE?O NA QUADRA;1650000;3;162;180;13/01/2014;10.185
Asa Sul ;SQS 314 REFORMADO;1650000;3;157;7717;10/01/2014;10.510
Asa Sul ;SQS 207 VISTA PARA O LAGO;1650000;3;165,71;15971;03/01/2014;9.957
Asa Norte ;SQN 208 BLOCO A ;1650000;4;153;5330;07/12/2013;10.784
Sudoeste ;SQSW 306 ;1650000;4;146;7820;06/12/2013;11.301
Noroeste ;SQNW 111 BLOCO I LUANA GONCALVES - TROCO POR 03 QTS;1650000;4;161;9049;29/01/2014;10.248
Sudoeste ;SQSW 306 REFORMADO ! 04 QTOS(02 STES) DCE ARMS LAZER AC.TROCA;1650001;4;150;7037;12/01/2014;11.000
Noroeste ;SQNW COBERTURA DUPLEX-206M? PRONTA PRA MORAR! VENHA CONHECER!;1653651;3;206;10069;13/01/2014;8.027
Noroeste ;SQNW 111 LUANA GONCALVES 3? ANDAR VISTA LIVRE P/ PARQUE;1660000;4;157;14688;26/12/2013;10.573
Asa Sul ;CLS 308 BLOCO A REFORMADO LINDO;1669000;3;157;5391;11/01/2014;10.631
Sudoeste ;SQSW 306 LINDO, V. LIVRE, VAZADO, 2 VGS., AC FINANC.;1670000;4;153;9451;29/01/2014;10.915
Asa Norte ;SQN 202 BLOCO D ;1670000;4;138,8;14814;27/01/2014;12.032
Asa Sul ;SQS 314 ;1670000;3;160;12268;15/01/2014;10.438
Noroeste ;SQNW 310 BLOCO B COBERTURA OPORTUNIDADE;1670000;3;219,08;5391;04/12/2013;7.623
Noroeste ;SQNW 111 4 QTS VAZADOS ,3 VGS - FRENTE PARQUE;1670000;4;161,45;18574;10/12/2013;10.344
Noroeste ;SQNW 4 QTS VAZADO 161M?-ALTO PADR?O-FINANC.EM 150 MESES;1671000;4;161,05;10069;13/01/2014;10.376
Noroeste ;SQNW 111 VAZADO- BEL?SSIMO- FRENTE PARA O PARK;1671270;4;162;8510;29/01/2014;10.316
Noroeste ;SQNW 111 O MELHOR!!! - LUANA GON?ALVES - 9984.5920;1671600;4;161,05;14095;29/01/2014;10.379
Noroeste ;SQNW 111 BLOCO I LUANA GONCALVES-4QTOS-161M2-CARLA 81085530;1671611;4;161,05;14005;21/01/2014;10.379
Noroeste ;SQNW 111 BLOCO I LUANA GON?ALVES-APTO 103, 4 QUARTOS VAZADO.;1671612;4;161,45;13279;29/01/2014;10.354
Noroeste ;SQNW 111 BLOCO I LUANA GON?ALVES-APTO 105- 4 QUARTOS VAZADOS!;1671612;4;161,45;13279;29/01/2014;10.354
Noroeste ;SQNW 4QTS,3GARAGENS-161M? VAZADOS-AO LADO DO PARQUE;1671612;4;161,45;10069;14/01/2014;10.354
Noroeste ;SQNW 111 BLOCO I 4 QTOS 2 STE, NASCENTE, VAZ, FRENTE P/ PARK!;1671611,78;4;161,45;7083;21/01/2014;10.354
Noroeste ;SQNW 111 *LUANA GON?ALVES 3 E 4 DORMIT?RIOS*;1671612,78;4;157,29;20348;25/01/2014;10.628
Noroeste ;SQNW 111 BLOCO I LUANA GON?ALVES - 4 QTOS VAZADO/PRONTO/ - FA;1671612,78;4;161,45;13766;27/01/2014;10.354
Noroeste ;SQNW LUANA GON?ALVES - 4 QTOS VAZADO 161,45 M?;1671612,78;4;161,45;7763;16/01/2014;10.354
Noroeste ;SQNW 111 LUANA GON?ALVES, 4 QUARTOS, 3 SUITES, 4 VAGAS, PRONT;1672000;4;161,45;21227;21/01/2014;10.356
Noroeste ;SQNW 309 BLOCO G ;1674997,48;4;155,38;11670;05/12/2013;10.780
Sudoeste ;CCSW 02 MARAVILHOSO,CANTO,NASCENTE #8633-4369;1680000;5;170;11476;28/01/2014;9.882
Sudoeste ;SQSW 301 VALE A PENA COMPRAR!!!!!!!!;1680000;4;147;11983;28/01/2014;11.429
Sudoeste ;SQSW 103 ;1680000;4;160;11983;28/01/2014;10.500
Sudoeste ;CCSW 02 IMPERD?VEL 05 QTS STE  EXCTE PRE?O R$$;1680000;5;186;7037;27/01/2014;9.032
Sudoeste ;CCSW 01 ;1680000;3;105;7173;22/01/2014;16.000
Sudoeste ;SQSW 103 VISTA TOTALMENTE LIVRE-NASCENTE-8429-4245/9902-5883;1680000;4;160;10602;16/01/2014;10.500
Noroeste ;SQNW 111 BLOCO A COT? DAZUR: ?LTIMA UNIDADE! O MELHOR 4 QTOS;1680000;4;165,3;10450;14/01/2014;10.163
Sudoeste ;CCSW 03 ?GUA MARINHA;1680000;4;160;16506;09/01/2014;10.500
Sudoeste ;SQSW 300 LINDO 4 QTS, 2 SU?TES, VISTA LIVRE, VAZADO AC FINANC;1687000;4;157;9451;29/01/2014;10.745
Asa Sul ;SQS 308 ;1690000;3;157;17001;29/01/2014;10.764
Asa Sul ;SQS 314 ;1690000;3;155;17001;28/01/2014;10.903
Asa Sul ;SQS 308 ;1690000;3;157;17001;28/01/2014;10.764
Asa Norte ;SQN 109 BLOCO M :: SQN 109 - BEL?SSIMA COBERTURA DUPLEX!;1690000;3;173;11763;22/01/2014;9.769
Asa Norte ;SQN 311 VENHA MORAR NO  MELHOR DA QUADRA PARQUE!;1690000;4;155;20101;16/12/2013;10.903
Noroeste ;SQNW 111 LUANA GONCALVES 6? ANDAR! VISTA PRIVILEGIADA!;1699000;4;157;14688;26/12/2013;10.822
Noroeste ;SQNW 111 BLOCO I LUANA GONCALVES 5? ANDAR, VISITE DECORADO;1699000;4;157,28;14688;24/12/2013;10.802
Asa Sul ;SQS 211 ESPA?OSO E VAZADO COM VISTA LIVRE E VARANDA.;1700000;3;153;17001;29/01/2014;11.111
Sudoeste ;SQSW 103 EXCLUSIVO FEROLA! 9949-3580;1700000;4;182;11476;29/01/2014;9.341
Asa Sul ;SQS 314 - SUPER REFORMADO - ANDAR ALTO;1700000;3;160;13933;29/01/2014;10.625
Asa Sul ;SQS 211 ESPA?OSO E VAZADO COM VISTA LIVRE E VARANDA.;1700000;3;153;17001;28/01/2014;11.111
Sudoeste ;SQSW 104 LINDO!!DECORADO!!!;1700000;4;149,5;11983;28/01/2014;11.371
Sudoeste ;SQSW 103 BLOCO H ED. PARQUE DA CIDADE;1700000;4;182;1704;27/01/2014;9.341
Asa Sul ;SQS 313 BLOCO A ;1700000;2;154;19810;22/01/2014;11.039
Asa Norte ;SQN 112 ;1700000;4;172,95;18656;20/01/2014;9.829
Asa Sul ;SQS 116 BLOCO I CANTO, VISTA LIVRE, VAZADO, ANDAR ALTO;1700000;4;166;5600;18/01/2014;10.241
Sudoeste ;SQSW 103 BLOCO H - BEL?SSIMO APARTAMENTO;1700000;4;180;5936;10/01/2014;9.444
Sudoeste ;CCSW 03 ;1700000;4;160;10484;07/01/2014;10.625
Asa Norte ;SQN 112 - VISTA LIVRE E TODO NO ARM?RIO!;1700000;4;173;9476;26/12/2013;9.827
